,song_id,name_song,artist_id,name_artist,listOfNames2_artists,listOfNames_songs2,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
4726,4726,Your Love Still Brings Me To My Knees,2161,Marcia Hines,['Marcia Hines'],['Your Love Still Brings Me To My Knees'],[None],,,,[None],,
4801,4801,Many Rivers To Cross,2161,Marcia Hines,['Marcia Hines'],['Many Rivers To Cross'],[None],,,,[None],,
126,126,Goodbye To Love,85,Margie Ball,['Margie Ball'],['Goodbye To Love'],[None],,,,[None],,
4516,4516,Get Up,2073,Maria Verano,['Maria Verano'],['Get Up'],[None],,,,[None],,
4566,4566,Marionette,2093,Maribelle,['Maribelle'],['Marionette'],[None],,,,[None],,
10914,10915,Just Be Happy,4938,Marieke,['Marieke'],['Just Be Happy'],[None],,,,[None],,
11027,11028,I'm A Fool,4938,Marieke,['Marieke'],"[""I'm A Fool""]",[None],,,,[None],,
5589,5589,You Don't Love Me,2515,Marilyn,['Marilyn'],"[""You Don't Love Me""]",[None],,,,[None],,
2948,2948,Take Me High,1381,Mariska Veres,['Mariska Veres'],['Take Me High'],[None],,,,[None],,
3234,3234,Lovin' You,1381,Mariska Veres,['Mariska Veres'],"[""Lovin' You""]",[None],,,,[None],,
9091,9091,S Express / The Return Trip,3995,Mark Moore presents SXpress,"['Mark Moore presents SXpress', 'Mark Moore pres', 'ts SXpress']","['S Express ', ' The Return Trip']",[None],,,,[None],,
9782,9782,One Good Reason,4357,Marlayne,['Marlayne'],['One Good Reason'],[None],,,,[None],,
12726,12727,Ready 2Go,5816,Martin Solveig feat Kele,['Martin Solveig feat Kele'],['Ready 2Go'],[None],,,,[None],,
1339,1339,Grootvaders Klok / Grootvaders Klok/ Trompet Polka,612,Marty,['Marty'],"['Grootvaders Klok ', ' Grootvaders Klok', ' Trompet Polka']",[None],,,,[None],,
1847,1847,Alma Mia,612,Marty,['Marty'],['Alma Mia'],[None],,,,[None],,
2671,2671,Op De Boerderij,612,Marty,['Marty'],['Op De Boerderij'],[None],,,,[None],,
8649,8649,Trip To Raveland,3747,Marusha,['Marusha'],['Trip To Raveland'],[None],,,,[None],,
1078,1078,Let The Sun Shine In,534,Marva Hodge & The Moody Sec,"['Marva Hodge & The Moody Sec', 'Marva Hodge ', ' The Moody Sec']",['Let The Sun Shine In'],[None],,,,[None],,
1300,1300,Temma Harbour,520,Mary Hopkin,['Mary Hopkin'],['Temma Harbour'],[None],,,,[None],,
3517,3517,Maggie's Ambitious Mother,1623,Match,['Match'],"[""Maggie's Ambitious Mother""]",[None],,,,[None],,
6050,6050,Just Can't Stand It,2457,Matt Bianco,['Matt Bianco'],"[""Just Can't Stand It""]",[None],,,,[None],,
4440,4440,Don't Come Stoned And Don't Tell Trude!,2042,Max 'n Specs,"[""Max 'n Specs"", 'Ma', "" 'n Specs""]","[""Don't Come Stoned And Don't Tell Trude!""]",[None],,,,[None],,
171,171,"Zwaluw, Ach Zwaluw",106,Max en Betsy Anders,"['Max en Betsy Anders', 'Ma', ' en Betsy Anders', 'Max ', ' Betsy Anders']","['Zwaluw, Ach Zwaluw']",[None],,,,[None],,
4882,4882,Getaway,1931,Maywood,['Maywood'],['Getaway'],[None],,,,[None],,
5624,5624,Standing In The Twilight,1931,Maywood,['Maywood'],['Standing In The Twilight'],[None],,,,[None],,
5678,5678,Het Kleine Café Aan De Haven,2543,Meadow,['Meadow'],['Het Kleine Café Aan De Haven'],[None],,,,[None],,
12475,12476,Feels like a prayer,5685,Meck feat Dino,['Meck feat Dino'],['Feels like a prayer'],[None],,,,[None],,
8435,8435,Love Is History,3713,Michèle,['Michèle'],['Love Is History'],[None],,,,[None],,
8846,8846,I Can Feel,3713,Michèle,['Michèle'],['I Can Feel'],[None],,,,[None],,
1829,1829,De Nieuwe Dag,936,Mieke Telkamp,['Mieke Telkamp'],['De Nieuwe Dag'],[None],,,,[None],,
2828,2828,Don't Be Cruel,1321,Mike Berry,['Mike Berry'],"[""Don't Be Cruel""]",[None],,,,[None],,
3235,3235,"Oh, Valeria",1500,Mike Vincent,"['Mike Vincent', 'Mike Vinc', 't']","['Oh, Valeria']",[None],,,,[None],,
2667,2667,Friet Met Mayonaise,1265,Mike Vincent & DVO Electrogram,"['Mike Vincent & DVO Electrogram', 'Mike Vincent ', ' DVO Electrogram', 'Mike Vinc', 't & DVO Electrogram']",['Friet Met Mayonaise'],[None],,,,[None],,
7329,7329,One More Night,3259,Mildred Douglas,['Mildred Douglas'],['One More Night'],[None],,,,[None],,
5550,5550,Demasiado Coraz̃on,1653,Mink DeVille,['Mink DeVille'],['Demasiado Coraz̃on'],[None],,,,[None],,
3154,3154,Love Machine Part 1,1460,Miracles,['Miracles'],['Love Machine Part 1'],[None],,,,[None],,
5942,5942,Into The Groove Medley,2651,Mirage,['Mirage'],['Into The Groove Medley'],[None],,,,[None],,
1044,1044,Ensemble,516,Mireille Mathieu,['Mireille Mathieu'],['Ensemble'],[None],,,,[None],,
1604,1604,Health Of Freedom,824,Moan,['Moan'],['Health Of Freedom'],[None],,,,[None],,
1897,1897,All I Ever Need Is You,963,Monica and Oscar Benton,"['Monica and Oscar Benton', 'Monica ', ' Oscar Benton', 'Monica and Oscar B', 'ton']",['All I Ever Need Is You'],[None],,,,[None],,
2109,2109,Everybody Is Telling Me,963,Monica and Oscar Benton,"['Monica and Oscar Benton', 'Monica ', ' Oscar Benton', 'Monica and Oscar B', 'ton']",['Everybody Is Telling Me'],[None],,,,[None],,
1863,1863,Empty Words,952,Monica and The Voices Of Freedom,"['Monica and The Voices Of Freedom', 'Monica ', ' The Voices Of Freedom']",['Empty Words'],[None],,,,[None],,
7576,7576,Ring My Bell,3360,Monie Love vs Adeva,['Monie Love vs Adeva'],['Ring My Bell'],[None],,,,[None],,
6671,6671,Yé Ké Yé Ké,2963,Mory Kante,['Mory Kante'],['Yé Ké Yé Ké'],[None],,,,[None],,
2242,2242,Batteringram,910,Mouth & MacNeal,"['Mouth & MacNeal', 'Mouth ', ' MacNeal']",['Batteringram'],[None],,,,[None],,
7144,7144,Get Busy,3176,Mr. Lee,['Mr. Lee'],['Get Busy'],[None],,,,[None],,
7279,7279,Pump That Body,3176,Mr. Lee,['Mr. Lee'],['Pump That Body'],[None],,,,[None],,
11854,11855,RealGirl,5401,Mutya Buena,"['Mutya Buena', 'Mutya Bu', 'a']",['RealGirl'],[None],,,,[None],,
11134,11135,Drop The Pressure,5039,Mylo,['Mylo'],['Drop The Pressure'],[None],,,,[None],,
11095,11096,Crusing,5020,N+K vs Denis The Menace feat. Alex Prince,"['N+K vs Denis The Menace feat. Alex Prince', 'N+K vs Denis The Menace ', ' Alex Prince', 'N+K vs Denis The Menace feat. Ale', ' Prince', 'N+K vs D', 'is The M']",['Crusing'],[None],,,,[None],,
8150,8150,The Real Hardcore,3588,N.R.G.,['N.R.G.'],['The Real Hardcore'],[None],,,,[None],,
7528,7528,Games / The Kids Get Hard Mix,3347,NKOTB,['NKOTB'],"['Games ', ' The Kids Get Hard Mix']",[None],,,,[None],,
7599,7599,Call It What You Want,3347,NKOTB,['NKOTB'],['Call It What You Want'],[None],,,,[None],,
7653,7653,Words,2801,Nadieh,['Nadieh'],['Words'],[None],,,,[None],,
9117,9117,Big Brother Is Watching You!,3893,Nance,['Nance'],['Big Brother Is Watching You!'],[None],,,,[None],,
9215,9215,Kiss It!,3893,Nance,['Nance'],['Kiss It!'],[None],,,,[None],,
9447,9447,He's My Favourite DJ!,3893,Nance,['Nance'],"[""He's My Favourite DJ!""]",[None],,,,[None],,
6384,6384,Let's Hang On,2836,Nancy Boyd & The Cappello's,"[""Nancy Boyd & The Cappello's"", 'Nancy Boyd ', "" The Cappello's""]","[""Let's Hang On""]",[None],,,,[None],,
10662,10663,Safe From Harm,4818,Narcotic Thrust,['Narcotic Thrust'],['Safe From Harm'],[None],,,,[None],,
6221,6221,Ego,2775,Nat Augustin,['Nat Augustin'],['Ego'],[None],,,,[None],,
2527,2527,A Little Lovin',1210,Neil Sedaka,['Neil Sedaka'],"[""A Little Lovin'""]",[None],,,,[None],,
4575,4575,Midnight Magic Maniac,1937,New Adventures,"['New Adventures', 'New Adv', 'tures']",['Midnight Magic Maniac'],[None],,,,[None],,
7603,7603,Special Girl,3373,New Jack Style,['New Jack Style'],['Special Girl'],[None],,,,[None],,
5950,5950,You're The Inspiration,2656,New Jersey Mass Choir,['New Jersey Mass Choir'],"[""You're The Inspiration""]",[None],,,,[None],,
6714,6714,Blue Monday 1988,2353,New Order,['New Order'],['Blue Monday 1988'],[None],,,,[None],,
4804,4804,Oeh I Say,2188,Newz,['Newz'],['Oeh I Say'],[None],,,,[None],,
2754,2754,Goodbye Ann Louisa,1295,Next One,"['Next One', 'Ne', 't One']",['Goodbye Ann Louisa'],[None],,,,[None],,
3206,3206,Little Spanish Sailor,1295,Next One,"['Next One', 'Ne', 't One']",['Little Spanish Sailor'],[None],,,,[None],,
3542,3542,Ted De Tapper,1636,Nico Haak,['Nico Haak'],['Ted De Tapper'],[None],,,,[None],,
3654,3654,Is Je Moeder Niet Thuis,1636,Nico Haak,['Nico Haak'],['Is Je Moeder Niet Thuis'],[None],,,,[None],,
3790,3790,Langzaam Sneller Gaan,1636,Nico Haak,['Nico Haak'],['Langzaam Sneller Gaan'],[None],,,,[None],,
4896,4896,Niet Geschoten Is Altijd Mis,1636,Nico Haak,['Nico Haak'],['Niet Geschoten Is Altijd Mis'],[None],,,,[None],,
5441,5441,Als Ze Me Missen...,1636,Nico Haak,['Nico Haak'],['Als Ze Me Missen...'],[None],,,,[None],,
2085,2085,Tango Johnny,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']",['Tango Johnny'],[None],,,,[None],,
2415,2415,Joekelille,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']",['Joekelille'],[None],,,,[None],,
2611,2611,Honkie-Tonkie Pianissie,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']","['Honkie-Tonkie Pianissie', 'Honkie']",[None],,,,[None],,
2703,2703,"Sokkies Stoppen, Schoentjes Poetsen, Dasjes Goed En Kijk Goed Uit",1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']","['Sokkies Stoppen, Schoentjes Poetsen, Dasjes Goed En Kijk Goed Uit']",[None],,,,[None],,
2815,2815,Foxie Foxtrot,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']",['Foxie Foxtrot'],[None],,,,[None],,
2935,2935,Doedelzakke-Pakkie,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']","['Doedelzakke-Pakkie', 'Doedelzakke']",[None],,,,[None],,
3087,3087,Laame Damma Doen,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']",['Laame Damma Doen'],[None],,,,[None],,
3252,3252,Moe Zijn,1039,Nico Haak & De Paniekzaaiers,"['Nico Haak & De Paniekzaaiers', 'Nico Haak ', ' De Paniekzaaiers']",['Moe Zijn'],[None],,,,[None],,
4964,4964,M'n Eigen Vrijheid,2222,Nicole,['Nicole'],"[""M'n Eigen Vrijheid""]",[None],,,,[None],,
5151,5151,Ik Hou Toch Van Jou,2222,Nicole ,['Nicole '],['Ik Hou Toch Van Jou'],[None],,,,[None],,
5332,5332,Als De Bloemen Huilen Konden,2222,Nicole (,['Nicole ('],['Als De Bloemen Huilen Konden'],[None],,,,[None],,
6063,6063,Don't You Want My Love,2704,Nicole McCloud,['Nicole McCloud'],"[""Don't You Want My Love""]",[None],,,,[None],,
11545,11546,Thank You,5245,Ninthe,['Ninthe'],['Thank You'],[None],,,,[None],,
7711,7711,Something Special,3363,Nomad,['Nomad'],['Something Special'],[None],,,,[None],,
5249,5249,In De Disco,2365,Noodweer,['Noodweer'],['In De Disco'],[None],,,,[None],,
4625,4625,Achterhoek Boogie,1586,Normaal,['Normaal'],['Achterhoek Boogie'],[None],,,,[None],,
4692,4692,"Oeh, Wat 'n Volk",1586,Normaal,['Normaal'],"[""Oeh, Wat 'n Volk""]",[None],,,,[None],,
5098,5098,Dat Kump Der Now Van,1586,Normaal,['Normaal'],['Dat Kump Der Now Van'],[None],,,,[None],,
5154,5154,De Boer Is Troef,1586,Normaal,['Normaal'],['De Boer Is Troef'],[None],,,,[None],,
5231,5231,Heidi,1586,Normaal,['Normaal'],['Heidi'],[None],,,,[None],,
5529,5529,De Klok Op... Rock,1586,Normaal,['Normaal'],['De Klok Op... Rock'],[None],,,,[None],,
5615,5615,Politiek,1586,Normaal,['Normaal'],['Politiek'],[None],,,,[None],,
5830,5830,Kom D'r Bi-j,1586,Normaal,['Normaal'],"[""Kom D'r Bi-j"", ""Kom D'r Bi""]",[None],,,,[None],,
7244,7244,Vulgaris Magistralis,1586,Normaal,['Normaal'],['Vulgaris Magistralis'],[None],,,,[None],,
8079,8079,Vrolijk HøKerstfeest,1586,Normaal,['Normaal'],['Vrolijk HøKerstfeest'],[None],,,,[None],,
8284,8284,Machtig Mooi Lief En Lekker Deerntjen,1586,Normaal,['Normaal'],['Machtig Mooi Lief En Lekker Deerntjen'],[None],,,,[None],,
11393,11394,Rennen Of Stilstoan,1586,Normaal,['Normaal'],['Rennen Of Stilstoan'],[None],,,,[None],,
6611,6611,De Hoofdman Was Knuppeldik,2929,Normaal en De Glanerbrugger Muzikanten,"['Normaal en De Glanerbrugger Muzikanten', 'Normaal ', ' De Glanerbrugger Muzikant']",['De Hoofdman Was Knuppeldik'],[None],,,,[None],,
4154,4154,We Got The Whole World In Our Hands,1917,Nottingham Forest with Paper Lace,"['Nottingham Forest with Paper Lace', 'Nottingham Forest ', ' Paper Lace']",['We Got The Whole World In Our Hands'],[None],,,,[None],,
9374,9374,Jongens,4150,O Die 3,['O Die 3'],['Jongens'],[None],,,,[None],,
5566,5566,A Whiter Shade Of Pale,2498,O'chi Brown,"[""O'chi Brown""]",['A Whiter Shade Of Pale'],[None],,,,[None],,
1233,1233,Oebele Is Hupsakee,624,Oebeler Kinderkoor,['Oebeler Kinderkoor'],['Oebele Is Hupsakee'],[None],,,,[None],,
4204,4204,Het Leven Is Goed In M'n Brabantse Land,1939,Oh Sixteen-Oh Seven met Zang Van Thijs v.d. Molen,"['Oh Sixteen-Oh Seven met Zang Van Thijs v.d. Molen', 'Oh Sixteen', 'Oh Seven met Zang Van Thijs v.d. Molen', 'Oh Si', 'teen-Oh Seven met Zang Van Thijs v.d. Molen', 'Oh Sixte', '-Oh Sev']","[""Het Leven Is Goed In M'n Brabantse Land""]",[None],,,,[None],,
1893,1893,Chief Of The Apache,961,Old Shatterhand,"['Old Shatterhand', 'Old Shatterh', '']",['Chief Of The Apache'],[None],,,,[None],,
5578,5578,Breakdance ...There's No Stopping Us,2505,Ollie and Jerry,"['Ollie and Jerry', 'Ollie ', ' Jerry']","[""Breakdance ...There's No Stopping Us""]",[None],,,,[None],,
2900,2900,Zweer Bij De Knop Van De Deur,1357,Ome Jan en De Haeghse Bluf Band,"['Ome Jan en De Haeghse Bluf Band', 'Ome Jan en De Haeghse Bluf B', '', 'Ome Jan ', ' De Haeghse Bluf Band']",['Zweer Bij De Knop Van De Deur'],[None],,,,[None],,
3460,3460,Nee Nou Wordt-Ie Mooi!,1593,Ome Joop m.m.v. Dik Voormekaar & Harrie Nack & Mijnheer De Groot,"['Ome Joop m.m.v. Dik Voormekaar & Harrie Nack & Mijnheer De Groot', 'Ome Joop m.m.v. Dik Voormekaar ', ' Harrie Nack ']","['Nee Nou Wordt-Ie Mooi!', 'Nee Nou Wordt']",[None],,,,[None],,
52,52,Let Kiss / Letkis / Letka Jenka / Letkis Jenka,41,Orkest Gudrun Jankis / Stig Rauno / Jan Rohde & The Wild Ones / The Dutch Swing College Band,"['Orkest Gudrun Jankis ', ' Stig Rauno ', ' Jan Rohde & The Wild Ones ', ' The Dutch Swing College Band']","['Let Kiss ', ' Letkis ', ' Letka Jenka ', ' Letkis Jenka']",[None],,,,[None],,
1771,1771,Mr. Astronout,581,Oscar Harris and The Twinkle Stars,"['Oscar Harris and The Twinkle Stars', 'Oscar Harris ', ' The Twinkle Stars']",['Mr. Astronout'],[None],,,,[None],,
625,625,I've Been Lovin' You So Long,196,Outsiders,['Outsiders'],"[""I've Been Lovin' You So Long""]",[None],,,,[None],,
11846,11847,Are U Ready?,5272,Pakito,['Pakito'],['Are U Ready?'],[None],,,,[None],,
7821,7821,The Greenhouse Effect,3466,Part 2 featuring Tony Scott,"['Part 2 featuring Tony Scott', 'Part 2 ', ' Tony Scott']",['The Greenhouse Effect'],[None],,,,[None],,
11566,11567,This 'n That,5253,Party 's' Cool,"[""Party 's' Cool""]","[""This 'n That""]",[None],,,,[None],,
693,693,Wat Moet Ik Doen?,326,Patricia,['Patricia'],['Wat Moet Ik Doen?'],[None],,,,[None],,
3178,3178,Some Day My Prince Will Come,1472,Patricia Paay,['Patricia Paay'],['Some Day My Prince Will Come'],[None],,,,[None],,
3305,3305,Now (Is The Moment),1472,Patricia Paay,['Patricia Paay'],"['Now (Is The Moment)', 'Now ', 'Is The Moment', 'Now Is The Moment']",[None],,,,[None],,
3874,3874,Malibu,1472,Patricia Paay,['Patricia Paay'],['Malibu'],[None],,,,[None],,
3928,3928,The Best Friend I Know,1812,Patricia Paay & Yvonne Keeley,"['Patricia Paay & Yvonne Keeley', 'Patricia Paay ', ' Yvonne Keeley']",['The Best Friend I Know'],[None],,,,[None],,
4061,4061,Back To Boogie,1881,Patrick Hernandez and Hervé Tholance,"['Patrick Hernandez and Hervé Tholance', 'Patrick Hern', 'ez ']",['Back To Boogie'],[None],,,,[None],,
4025,4025,'k Heb De Mot In Me Lijf,1863,Paul Boey,['Paul Boey'],"[""'k Heb De Mot In Me Lijf""]",[None],,,,[None],,
1845,1845,Goodbye Forever,944,Paul Brett's Sage,"[""Paul Brett's Sage""]",['Goodbye Forever'],[None],,,,[None],,
2701,2701,If You Get Hurt,1249,Paul Da Vinci,['Paul Da Vinci'],['If You Get Hurt'],[None],,,,[None],,
9441,9441,'k Heb Je Lief En Wacht Op Jou!,3579,Paul De Leeuw,['Paul De Leeuw'],"[""'k Heb Je Lief En Wacht Op Jou!""]",[None],,,,[None],,
2896,2896,Dolannes Melodie,1353,Paul De Senneville & Olivier Toussaint,"['Paul De Senneville & Olivier Toussaint', 'Paul De Senneville ', ' Olivier Toussaint', 'Paul De S', 'neville & Olivier Toussaint']",['Dolannes Melodie'],[None],,,,[None],,
2994,2994,Get Sexy,1396,Paul Kelly,['Paul Kelly'],['Get Sexy'],[None],,,,[None],,
3205,3205,Reggae Like It Used To Be,1486,Paul Nicholas,['Paul Nicholas'],['Reggae Like It Used To Be'],[None],,,,[None],,
3836,3836,On The Strip,1486,Paul Nicholas,['Paul Nicholas'],['On The Strip'],[None],,,,[None],,
1575,1575,Mag Ik Effe Ademhalen,808,Paul Rollman,['Paul Rollman'],['Mag Ik Effe Ademhalen'],[None],,,,[None],,
12859,12860,Don't stop me now,5894,Paul Turner,['Paul Turner'],"[""Don't stop me now""]",[None],,,,[None],,
1629,1629,Bram In De RAI,838,Paul Van Vliet,['Paul Van Vliet'],['Bram In De RAI'],[None],,,,[None],,
3323,3323,Majoor Kees En De Sinterklahaas,838,Paul Van Vliet,['Paul Van Vliet'],['Majoor Kees En De Sinterklahaas'],[None],,,,[None],,
8955,8955,Merkinball,3459,Pearl Jam,['Pearl Jam'],['Merkinball'],[None],,,,[None],,
3020,3020,Lady Bump,1407,Penny Mc Lean,"['Penny Mc Lean', 'P', 'ny Mc Lean']",['Lady Bump'],[None],,,,[None],,
1067,1067,Have My Love,528,Pepper And Soul,['Pepper And Soul'],['Have My Love'],[None],,,,[None],,
1234,1234,It Was Yesterday Today,625,Pepper and Salt,"['Pepper and Salt', 'Pepper ', ' Salt']",['It Was Yesterday Today'],[None],,,,[None],,
1279,1279,One Thing Can Lead To Another,647,Peppermint Circus,['Peppermint Circus'],['One Thing Can Lead To Another'],[None],,,,[None],,
10983,10984,We Want To Be Free,4972,Peran,['Peran'],['We Want To Be Free'],[None],,,,[None],,
1789,1789,"Voy, Voy",916,Peret y Su Rumba Gitana,['Peret y Su Rumba Gitana'],"['Voy, Voy']",[None],,,,[None],,
9482,9482,Perfect Day '97,4206,Perfect Day,['Perfect Day'],"[""Perfect Day '97""]",[None],,,,[None],,
12035,12036,Trapped,5488,Peter Gelderblom versus Muzikjunki,['Peter Gelderblom versus Muzikjunki'],['Trapped'],[None],,,,[None],,
2949,2949,Rosen Ohne Dornen ,1382,Peter Held,['Peter Held'],['Rosen Ohne Dornen '],[None],,,,[None],,
2376,2376,Flip Flap,1155,Peter Henn,"['Peter Henn', 'Peter H', 'n']",['Flip Flap'],[None],,,,[None],,
4852,4852,Zolang De Moter Loopt,2114,Peter Koelewijn & Zijn Rockets,"['Peter Koelewijn & Zijn Rockets', 'Peter Koelewijn ', ' Zijn Rockets']",['Zolang De Moter Loopt'],[None],,,,[None],,
1665,1665,Ich Hab' Nur Dich,811,Peter Maffay,['Peter Maffay'],"[""Ich Hab' Nur Dich""]",[None],,,,[None],,
4832,4832,Nooit Meer Verliefd,2201,Peter Schreiber,['Peter Schreiber'],['Nooit Meer Verliefd'],[None],,,,[None],,
3762,3762,Ragtime Piano Joe,1734,Peter Straker,['Peter Straker'],['Ragtime Piano Joe'],[None],,,,[None],,
2410,2410,Mamma Dolores,1115,Peter Waaldrecht,['Peter Waaldrecht'],['Mamma Dolores'],[None],,,,[None],,
1851,1851,Kom Van Dat Dak Af [Maxi Single],946,Peter en Zijn Rockets,"['Peter en Zijn Rockets', 'Peter ', ' Zijn Rockets']",['Kom Van Dat Dak Af [Maxi Single]'],[None],,,,[None],,
3508,3508,"Song From ""Moulin Rouge""",1616,Peters & Lee with The Harry Van Hoof Orchestra,"['Peters & Lee with The Harry Van Hoof Orchestra', 'Peters & Lee ', ' The Harry Van Hoof Orchestra', 'Peters ', ' Lee with The Harry Van Hoof Orchestra']","['Song From ""Moulin Rouge""']",[None],,,,[None],,
